Sentence	Slot
Auf Wunsch ist das Porsche-Doppelkupplungsgetriebe PDK mit sieben Gängen lieferbar , mit dem sich der Kraftstoffverbrauch weiter verbessert .	O O O O B-ORGpart O O O O O O O O O O O O O O
Zur gleichen Zeit wurde in der Nähe des Schlosses ein Sommerhaus mit Garten erbaut .	O O O O O O O O O O O O O O O
Moderne Forschungsgrundlagen Neuere Untersuchungen bestätigen teilweise diese aus den Anfängen der Tiefenpsychologie ( 1890 - 1920 ) stammenden Experimente .	O O O O O O O O O O O O O O O O O O O O
Hier wird keine Leibfeindlichkeit angenommen , sondern vielmehr , dass sie alle von Mutterleib an voll böser Lust und Neigung sind und keine wahre Gottesfurcht , keinen wahren Glauben an Gott aus sich selbst heraus haben ( urspr . von Natur ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Während des Zweiten Weltkriegs war bei der Royal Navy als Sprecher für die Unterhaltungssendung Merry Go Round tätig , an deren Buch er mitwirkte .	O O B-OTH I-OTH O O O B-ORG I-ORG O O O O O B-OTH I-OTH I-OTH O O O O O O O O
Daraufhin wurde der Hauseigentümer verständigt .	O O O O O O
Vom Montego der ersten Generation wurden insgesamt rund 371.000 Stück produziert .	O B-OTH O O O O O O O O O O
Währenddessen erhielt Oberstlieutenant von Schmöger den Befehl , das Bataillon abmarschbereit zu machen .	O O O B-PER I-PER O O O O O O O O O
Zur Feldforschung fahren Sie gezielt in Staus hinein .	O O O O O O O O O
Köln/Hannover ( dpa ) - Im monatelangen Tarifkonflikt der Ärzte an Universitätskliniken soll jetzt ein Spitzengespräch noch in dieser Woche den Durchbruch bringen .	B-LOC O B-ORG O O O O O O O O O O O O O O O O O O O O O
Einzelnachweise Weblinks * Website von Hans-Peter Uhl * Hans-Peter Uhl im Onlinedialog auf abgeordnetenwatch.de * Biografie beim Deutschen Bundestag * Lebenslauf auf der Website der CDU/CSU-Bundestagsfraktion *	O O O O O B-PER I-PER O B-PER I-PER O O O B-OTH O O O B-LOCderiv B-ORG O O O O O O B-ORGpart O
Da fing es auch erst besser zu werden als sie außerhalb was hatten .	O O O O O O O O O O O O O O
Die Gründe sind noch immer offen .	O O O O O O O
Nach der aktuellen Regelung werden alle im S & P-500-Index notierten Aktien vom Handel ausgesetzt , die binnen fünf Minuten mehr als zehn Prozent verlieren .	O O O O O O O B-OTHpart I-OTHpart I-OTHpart O O O O O O O O O O O O O O O O
Bayern plant einen Gesetzesvorstoß für härtere Konsequenzen bei Doping und Wettbetrug .	B-LOC O O O O O O O O O O O
Das Geld soll unter anderem in den Wohnungsbau , in neue Straßen , Eisenbahnlinien oder Flughäfen sowie in den Gesundheits- und Bildungssektor fließen .	O O O O O O O O O O O O O O O O O O O O O O O O
Der Interkontinentalverkehr mit größeren Maschinen würde aber noch immer zulegen .	O O O O O O O O O O O
In ihren Parkas und Cordjacken und mit coolem Understatement versammeln sich knapp 50 Clubbetreiber , Veranstalter und DJs auf der Tanzfläche , wo ordentliche Stuhlreihen auf ein Clipboard ausgerichtet sind .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Gemeinsam , nach einer Versöhnungsszene , gehen sie zur Tanzschule , um Paulina zu verabschieden , die wieder auf Wettbewerben tanzen will .	O O O O O O O O O O O O B-PER O O O O O O O O O O
"Auch die Bundesländer müssten ihren Teil dazu beitragen , so Pröll : "" Die Bundesländer bekommen ja ein Drittel der Einnahmen über den Finanzausgleich ."	O O O O O O O O O O B-PER O O O O O O O O O O O O O O
Auf dem Spielersektor kündigt Pucher Veränderungen an .	O O O O B-PER O O O
Dafür würden Labore eingerichtet und Personalkosten gezahlt .	O O O O O O O O
Der zweite große Anbieter auf dem westlichen Markt ist Sony Online Entertainment .	O O O O O O O O O B-ORG I-ORG I-ORG O
Hier spricht die Kultfigur Borat Sagdiyev , ein kasachischer Reporter und Narr , der in dem gleichnamigen Kino-Welterfolg von 2006 rassistisch , antisemitisch , sexistisch und schwulenfeindlich ist .	O O O O B-PER I-PER O O B-LOCderiv O O O O O O O O O O O O O O O O O O O O
Weil die Geschäfte des Museums schlecht laufen , werden Stellen abgebaut – die bisherigen drei Nachtwächter wurden gefeuert .	O O O O O O O O O O O O O O O O O O O
Mit diesem Erlösungsstreben schwer vereinbar war jedoch ein anderes Konzept , welches von einem ewigen , unabänderlichen Kreislauf des Weltgeschehens ausging .	O O O O O O O O O O O O O O O O O O O O O O
Auf die Gewinner wartet eine spannende Expedition nach Puerto Rico .	O O O O O O O O B-LOC I-LOC O
Vizeadmiral Maxwell Forrest Vizeadmiral Maxwell Forrest , gespielt von Vaughn Armstrong ist der unmittelbare Vorgesetzte von Captain Archer bei der Sternenflotte der Erde .	O B-PER I-PER O B-PER I-PER O O O B-PER I-PER O O O O O O B-PER O O O O B-LOC O
Er verfügt über eine 3065 Meter lange Piste und ein Flughafengebäude , das erst 1986 fertiggestellt wurde .	O O O O O O O O O O O O O O O O O O
Allerdings lehnte ein Bürgerentscheid in der Gemeinde Wachau vom 10. Dezember 2006 mit einer Mehrheit von 65,47 % bei 2.578 gültigen Stimmen die für den gewählten Standort nötige Änderung des Bebauungsplanes ab .	O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O
Doch auch hier befindet sich die D1 bereits im Bau , es fehlt dann noch die Anbindung in Richtung Košice .	O O O O O O B-LOC O O O O O O O O O O O O B-LOC O
Auf dem inzwischen über 30 Jahre altem Foto sieht man Kinski , mit struppiger Löwenmähne , Zigarette rauchend , den Ellbogen lässig auf Maiers Schulter legend .	O O O O O O O O O O B-PER O O O O O O O O O O O O B-PER O O O
Wellingtons 48.500 Mann bestanden aus acht Infanteriedivisionen und zwei unabhängigen Brigaden , fünf Kavalleriebrigaden und 54 Kanonen .	B-PER O O O O O O O O O O O O O O O O O
Was sind die Konsequenzen aus dem Amoklauf ?	O O O O O O O O
1968 wurden Wilson und Robert Shea bei Protestkundgebungen am Rande des Parteitags der Demokraten mit Tränengas beschossen .	O O B-PER O B-PER I-PER O O O O O O O O O O O O
Igor Vori hat bisher 163 Länderspiele für die kroatische Nationalmannschaft bestritten .	B-PER I-PER O O O O O O B-LOCderiv O O O
2001 erfolgt der Unterstellungswechsel zur Panzerlehrbrigade 9 und Umbenennung in Panzerartillerielehrbataillon 325. 2002 wird die neue Panzerhaubitze 2000 in die Einheit eingeführt .	O O O O O O O O O O O O O O O O O O O O O O O
Der Hof hatte Johann von Heggen dem Älteren gehört , der ihn dem Attendorner Bürgermeister Cornelius Zeppenfeld verkaufte .	O O O B-PER I-PER I-PER I-PER I-PER O O O O O B-LOCderiv O B-PER I-PER O O
Damit ist das Spiel aus .	O O O O O O
Seine Generäle rieten aber von einem solchen Abenteuer ab .	O O O O O O O O O O
Ihre Karriere als Polizistin war jedoch nur kurz .	O O O O O O O O O
Beim Passieren der Einmündung Wiesenstraße wurde der 13jährige von einem 25jährigen Pkw-Fahrer angefahren , der in die Syker Straße einfahren wollte .	O O O O B-LOC O O O O O O O O O O O O B-LOC I-LOC O O O
"Dazu erklärte Milke : "" Ich hatte bislang keine Einsicht in eine DNA- Analyse . """	O O B-PER O O O O O O O O O O O O O
Auch die rot-weiß gestreiften Schlote der Raffinerien sind zu weit entfernt , um als Geruchsquelle in Betracht zu kommen , und der große Förderturm an der Mole ist bloß Kulisse , ein Aussichtspunkt .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Sie wurde 1898 erbaut und bestand aus einem geschlossenen dreigeschossigen Gebäude mit zwei Flügeln sowie einem Gebäude mit drei Flügeln im Innengelände des Häuserblocks .	O O O O O O O O O O O O O O O O O O O O O O O O O
"Bayern-Coach Ottmar Hitzfeld , der Torwart Oliver Kahn frei gibt und Nachwuchsmann Michael Rensing einsetzt , spricht daher von einer "" undankbaren Aufgabe "" ."	B-LOCpart B-PER I-PER O O O B-PER I-PER O O O O B-PER I-PER O O O O O O O O O O O
Die Bezahlung in Ausbildung und Job ist ähnlich wie in Deutschland .	O O O O O O O O O O B-LOC O
""" Dass die Gießener das Schiedsgericht angerufen haben , ist legitim ."	O O O B-LOCderiv O O O O O O O O
So tragen Sie auch vollkommen richtig die Konsequenzen für ihr Handeln .	O O O O O O O O O O O O
Es gäbe noch einiges gerade zu rücken .	O O O O O O O O
Sie offenbaren auch , ob der Reisende einen Rollstuhl benötigt oder thrombosegefährdet ist , ob er ein Surfbrett mitnimmt oder ein vegetarisches Menü bestellt .	O O O O O O O O O O O O O O O O O O O O O O O O O
Doch schon unter Houari Boumedienne ( 1965–1978 ) wurde versucht , Sozialismus und Islam in der Politik zu berücksichtigen .	O O O B-PER I-PER O O O O O O O O O O O O O O O
Leben Ludwig Giesebrecht war der dritte Sohn des Mirower Pastors Benjamin Giesebrecht ( 1741-1827 ) und dessen Frau Elisabeth , Tochter des Mirower Pastors Johann Ludwig Leithäuser .	O B-PER I-PER O O O O O B-LOCderiv O B-PER I-PER O O O O O O B-PER O O O B-LOCderiv O B-PER I-PER I-PER O
Dass es im Landkreis Rottal-Inn eine solche Zapfsäule noch nicht gibt , enttäuscht Milan Djuric : Da reden alle immer vom Klimawandel , aber kaum jemand tut etwas dagegen .	O O O O B-LOC O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O
Sie kommen auf Materialkosten in Höhe von 174,15 US-Dollar .	O O O O O O O O B-OTH O
Berlin/Potsdam ( dpa/bb ) - Am Donnerstag darf man sich in Berlin und Brandenburg auf strahlenden Sonnenschein freuen , nur am Morgen halten sich vorübergehend ein paar Nebelfelder .	B-LOC O B-ORG O O O O O O O O B-LOC O B-LOC O O O O O O O O O O O O O O O
Die Chancen der Porta Alpina blieben aber grundsätzlich gewahrt , hielt die Staatskanzlei Graubünden fest .	O O O B-OTH I-OTH O O O O O O O B-ORG I-ORG O O
"Die höchste Punktzahl für die dreijährige "" Fabia """	O O O O O O O B-PER O
Deutliche Worte des Bundesbank-Vorstandmitglieds : Thilo Sarrazin sieht angesichts des Schuldenbergs keine dauerhafte Perspektive für Griechenland .	O O O B-ORGpart O B-PER I-PER O O O O O O O O B-LOC O
""" Wenn sich die Regierung in diese Frage einschaltet , könnte es sein , daß sie über gewisse Sachen auf dem Laufenden ist "" , meint ein Börsenhändler ."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
312 Euro legten die Privathaushalte jeden Monat auf die hohe Kante .	O B-OTH O O O O O O O O O O
Von 1906 bis 1912 war Pfister am Archäologischen Institut der Universität Heidelberg ( als Assistent Friedrich von Duhns ) und am Deutschen Archäologischen Institut in Rom tätig .	O O O O O B-PER O B-ORG I-ORG O B-ORG I-ORG O O O B-PER I-PER I-PER O O O B-ORG I-ORG I-ORG O B-LOC O O
Ein strenges Durchgreifen ist nun also wahrscheinlich .	O O O O O O O O
Anschliessend studierte er an der Katholischen Universität Lublin und wurde mit einer Arbeit über die ( „ Nauka Jana Hessena o augustyńskiej teorii poznania Boga” ) 1962 promoviert .	O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O
Der Nitratgehalt darf 10 mg/Liter nicht überschreiten , weil sonst das Risiko einer Methämoglobinämie besteht .	O O O O O O O O O O O O O O O O
"In einem Artikel für das Magazin Harvard pries er George Soros als den "" größten Investor unserer Tage "" ."	O O O O O O B-ORG O O B-PER I-PER O O O O O O O O O
Er will von deutscher Wirklichkeit erzählen , gleichzeitig anrühren und dabei unterhalten .	O O O B-LOCderiv O O O O O O O O O
In Prag , wie auch in zahlreichen anderen von den Nazis besetzten Städten , entwickelte sich aus der Not ein reges Hauskonzertleben .	O B-LOC O O O O O O O O O O O O O O O O O O O O O
In einem am 19. Juni 1991 geschlossenen Abkommen zwischen dem Internationalen Olympischen Komitee und dem IPC wurde diese Praxis für alle Spiele ab den Sommer-Paralympics 1992 festgeschrieben .	O O O O O O O O O O B-ORG I-ORG I-ORG O O B-ORG O O O O O O O O B-ORG O O O
Wenig später heben die zwei Piloten die zweimotorige Maschine mit den Safari-Teilnehmern vom Flugfeld ab .	O O O O O O O O O O O O O O O O
Sie lehnte die Zahlung ab .	O O O O O O
Mit dabei bei dieser mehr als gelungenen Premiere war auch Stefan Behringer von der DJK Schwäbisch Gmünd .	O O O O O O O O O O B-PER I-PER O O B-ORG I-ORG I-ORG O
""" Unser Paket ist ein fairer Mittelweg "" , sagte der CDU-Politiker ."	O O O O O O O O O O O B-ORGpart O
Zum anderen ist der Eigenbrötler Guido , ein unentschlossener Charakter , vermutlich zu dem beabsichtigten Parforceritt unfähig .	O O O O O B-PER O O O O O O O O O O O O
Barack Obama war erst kürzlich mit seiner Frau in Kopenhagen .	B-PER I-PER O O O O O O O B-LOC O
Es bestehen jedoch Befreiungsmöglichkeiten .	O O O O O
Wie die Bader konnten auch die Barbiere die von ihnen genutzten Badestuben oft nur pachten , weil Bau und Ausstattung oft zu teuer waren , und zu dem die Badestubengerechtigkeit gewahrt werden musste .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Die Selbstorganisation ist ein nicht nur in der Systemtheorie populärer Begriff .	O O O O O O O O O O O O
Die Fahrzeuge erhielten wie die Bauarten de Glehn Schlepptender der Bauart 2'2 ' T 21,5.	O O O O O O B-PER I-PER O O O O O O O
Kriegerkopf des Aphaia-Tempels aus dem Ostgiebel Der Ostgiebel ist nicht so gut erhalten und so beschränken sich die Beobachtungen , die sich auf die Polychromie beziehen , auf nur einige Details .	O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Es bestehen einige bedeutende Angebote für die höhere Ausbildung .	O O O O O O O O O O
1939 habilitierte sie sich mit einer Arbeit über die Rassenkunde der Altslawen .	O O O O O O O O O O O O O
Allerdings sollte dieser Umstand beim Bau durch geeignete Schutz- und Ausgleichsmaßnahmen berücksichtigt werden .	O O O O O O O O O O O O O O
Der Staat wird mächtiger im Kampf gegen internationalen Terrorismus .	O O O O O O O O O O
Diese beiden Kugeln sollten die letzten sein .	O O O O O O O O
In seiner ersten Amtszeit zwischen 1923 und 1927 wurde die Verwaltung reformiert und der Haushalt saniert .	O O O O O O O O O O O O O O O O O
Einen Ruf an die Universität Utrecht lehnte er 1980 ab .	O O O O B-ORG I-ORG O O O O O
Dadurch werden letztlich Stresshormone wie Kortisol ausgeschüttet .	O O O O O O O O
Auf einen davon wird im Handler's Diary des ISC hingewiesen : 'Exploiting TCP and the Persist Timer Infiniteness' beschreibt eine Schwachstelle in TCP , die für DoS-Angriffe ausgenutzt werden kann .	O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O
Das Neue musste es sein .	O O O O O O
Und erinnert sich noch gut an die Namensgebung der Baracke : Auf der Suche nach neuen Fachschafts-Räumen habe es geheißen , man solle doch in diese Baracke dort drüben ziehen ein Vorschlag der Universität .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Darin ist auch jene Insel zu sehen , auf der sich Nelly mit ihrem Freund aufgehalten hat .	O O O O O O O O O O O B-PER O O O O O O
Im Anschluss sorgte James Blake durch ein 6:4 , 7:6 ( 7:5 ) , 6:2 gegen Victor Hanescu für den Ausgleich in La Jolla .	O O O B-PER I-PER O O O O O O O O O O O B-PER I-PER O O O O B-LOC I-LOC O
Bei schweren Vergiftungen kann verlangsamte Herztätigkeit , schwacher Puls bis hin zum Koma und Tod durch Atemstillstand eintreten .	O O O O O O O O O O O O O O O O O O O
Während Yucca recurvifolia hingegen im Frühjahr blüht .	O O O O O O O O
Ab 1948 durften wieder Küstenmotorschiffe bis zu einer Länge von 33,49 m gebaut werden .	O O O O O O O O O O O O O O O
Al-Sultan : Im Triathlon gibt es nicht diese starren Strukturen wie etwa im Radsport .	B-PER O O O O O O O O O O O O O O
Bei diesem biologischen Phänomen , das auch bei Tieren vorkommt , nimmt die Körpergröße einsam lebender Inselpopulationen aufgrund von beschränkten Ressourcen , genetischer Isolation und heiß-feuchtem Klima mit der Zeit ab .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Tatsächlich war es im Vorfeld des Krieges auch zu erheblichen Spannungen mit den Indianern gekommen , die 1811 in der Schlacht bei Tippecanoe zwischen US-Truppen unter William Henry Harrison und den Shawnee gipfelten .	O O O O O O O O O O O O O O O O O O O O O O B-LOC O B-LOCpart O B-PER I-PER I-PER O O B-ORG O O
Das Fahrzeug wurde 1916 von Deutz für den Benzolbetrieb gebaut und 1935 von Imbert in Köln umgebaut Im 19. Jahrhundert wurden durch die Holzverkohlung viele wichtige Rohstoffe für die Chemiewirtschaft erzeugt .	O O O O O B-ORG O O O O O O O B-ORG O B-LOC O O O O O O O O O O O O O O O O
An Bord der erbeuteten Royal Charles trafen sich Van Ghent , De Ruyter und De Witt , um das weitere Vorgehen zu beraten .	O O O O B-OTH I-OTH O O B-PER I-PER O B-PER I-PER O B-PER I-PER O O O O O O O O
B. nach dem Sieg der New York Yankees bei den World Series 2000 ) .	O O O O O B-ORG I-ORG I-ORG O O B-ORG I-ORG O O O
Hall hat eine sehr alte Kirche ( sehenswerte Fresken im Inneren ) ,die im Mittelalter entstand auf den Ruinen eines früheren Gotteshauses , das dem heiligen Liudger geweiht war .	B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O
"Das Spiel , das unter dem Motto « Gib Gas gegen Gewalt "" stand , endete 1:1 ."	O O O O O O O O O O O O O O O O O O
Mit vier Turniertreffern erzielte sein Landsmann Mārtiņš Karsums die meisten Tore .	O O O O O O B-PER I-PER O O O O
Diese Häuser sollen in Größe und Form an hansische Giebelhäuser erinnern .	O O O O O O O O O O O O
Der Kreistag Leer entschied gestern nach längerer kontroverser Aussprache . 30 Abgeordnete stimmten für die kooperative Leitstelle , 21 waren dagegen .	O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O
Doch der dahinter stehenden Überlegung , es gebe einen Parallelmarkt für Online-Spiele , der eine zusätzliche Messe brauche , folgte die Branche nicht .	O O O O O O O O O O O O O O O O O O O O O O O O
Bürgermeister Belde war auch deshalb sehr interessiert , weil er kürzlich selbst an einer Studienreise nach Indien unter Leitung des Hollager Paters Jose teilgenommen hatte .	O B-PER O O O O O O O O O O O O O O B-LOC O O O B-LOCderiv O B-PER O O O
